set_num,name,num_parts,set_img_url,set_url,last_modified_dt
fig-000001,Toy Store Employee,4,https://cdn.rebrickable.com/media/sets/fig-000001/55726.jpg,https://rebrickable.com/minifigs/fig-000001/toy-store-employee/,2020-05-27T21:47:00.694941Z
fig-000002,Customer Kid,4,https://cdn.rebrickable.com/media/sets/fig-000002/104348.jpg,https://rebrickable.com/minifigs/fig-000002/customer-kid/,2020-05-27T21:47:11.750470Z
fig-000003,"Assassin Droid, White",8,https://cdn.rebrickable.com/media/sets/fig-000003/118047.jpg,https://rebrickable.com/minifigs/fig-000003/assassin-droid-white/,2020-06-20T00:49:06.811000Z
fig-000004,"Man, White Torso, Black Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-000004/60741.jpg,https://rebrickable.com/minifigs/fig-000004/man-white-torso-black-legs-brown-hair/,2022-08-21T21:05:23.794404Z
fig-000005,Captain America with Short Legs,3,https://cdn.rebrickable.com/media/sets/fig-000005/117614.jpg,https://rebrickable.com/minifigs/fig-000005/captain-america-with-short-legs/,2020-04-23T00:09:38.460466Z
fig-000006,Lloyd Avatar,5,https://cdn.rebrickable.com/media/sets/fig-000006/57381.jpg,https://rebrickable.com/minifigs/fig-000006/lloyd-avatar/,2020-03-31T18:20:27.611339Z
fig-000007,Lloyd / Digi Lloyd - Katana Holders,5,https://cdn.rebrickable.com/media/sets/fig-000007/109671.jpg,https://rebrickable.com/minifigs/fig-000007/lloyd-digi-lloyd-katana-holders/,2020-08-01T17:04:39.064733Z
fig-000008,Wonder Woman,4,https://cdn.rebrickable.com/media/sets/fig-000008/127002.jpg,https://rebrickable.com/minifigs/fig-000008/wonder-woman/,2020-04-01T20:30:26.899846Z
fig-000009,The Flash,4,https://cdn.rebrickable.com/media/sets/fig-000009/110331.jpg,https://rebrickable.com/minifigs/fig-000009/the-flash/,2020-05-03T20:19:42.457654Z
fig-000010,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Dark Bluish Gray Legs, Small Batman Logo",5,https://cdn.rebrickable.com/media/sets/fig-000010/109968.jpg,https://rebrickable.com/minifigs/fig-000010/batman-dark-bluish-gray-suit-black-cape-and-cowl-black-head-dark-bluish-gray-legs-small-batman-logo/,2021-10-01T20:43:32.993669Z
fig-000011,Captain Cold,4,https://cdn.rebrickable.com/media/sets/fig-000011/57238.jpg,https://rebrickable.com/minifigs/fig-000011/captain-cold/,2020-05-03T17:21:08.623556Z
fig-000012,Truck Driver,4,https://cdn.rebrickable.com/media/sets/fig-000012/129431.jpg,https://rebrickable.com/minifigs/fig-000012/truck-driver/,2020-05-03T20:21:09.193848Z
fig-000013,Gorilla Grodd,7,https://cdn.rebrickable.com/media/sets/fig-000013/127218.jpg,https://rebrickable.com/minifigs/fig-000013/gorilla-grodd/,2020-04-11T13:52:35.246612Z
fig-000014,"Batgirl, Dark Purple Suit, Wings",5,https://cdn.rebrickable.com/media/sets/fig-000014/114298.jpg,https://rebrickable.com/minifigs/fig-000014/batgirl-dark-purple-suit-wings/,2021-10-01T22:21:02.172704Z
fig-000015,Sir Fangar,7,https://cdn.rebrickable.com/media/sets/fig-000015/105825.jpg,https://rebrickable.com/minifigs/fig-000015/sir-fangar/,2020-04-11T13:00:46.015340Z
fig-000016,Stealthor,6,https://cdn.rebrickable.com/media/sets/fig-000016/114732.jpg,https://rebrickable.com/minifigs/fig-000016/stealthor/,2020-04-11T13:00:20.432731Z
fig-000017,Gorzan,6,https://cdn.rebrickable.com/media/sets/fig-000017/105491.jpg,https://rebrickable.com/minifigs/fig-000017/gorzan/,2021-10-06T22:14:24.629623Z
fig-000018,Alien,3,https://cdn.rebrickable.com/media/sets/fig-000018/104606.jpg,https://rebrickable.com/minifigs/fig-000018/alien/,2020-04-12T02:21:23.944627Z
fig-000019,"UFO Alien, Blue",5,https://cdn.rebrickable.com/media/sets/fig-000019/65553.jpg,https://rebrickable.com/minifigs/fig-000019/ufo-alien-blue/,2020-05-04T20:24:05.542064Z
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,https://cdn.rebrickable.com/media/sets/fig-000020/56987.jpg,https://rebrickable.com/minifigs/fig-000020/classic-spaceman-red-with-airtanks-3842a-helmet/,2020-05-04T18:52:04.356989Z
fig-000021,Krusty the Clown (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000021/58405.jpg,https://rebrickable.com/minifigs/fig-000021/krusty-the-clown-cmf/,2020-04-17T08:17:03.602851Z
fig-000022,Chicken Suit Guy,4,https://cdn.rebrickable.com/media/sets/fig-000022/109468.jpg,https://rebrickable.com/minifigs/fig-000022/chicken-suit-guy/,2020-04-12T06:17:54.084081Z
fig-000023,Warrior Woman,4,https://cdn.rebrickable.com/media/sets/fig-000023/72516.jpg,https://rebrickable.com/minifigs/fig-000023/warrior-woman/,2020-04-12T06:20:27.519255Z
fig-000024,Race Car Driver (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000024/92903.jpg,https://rebrickable.com/minifigs/fig-000024/race-car-driver-cmf/,2020-05-21T19:22:38.780114Z
fig-000025,Conquistador,6,https://cdn.rebrickable.com/media/sets/fig-000025/72518.jpg,https://rebrickable.com/minifigs/fig-000025/conquistador/,2020-04-12T06:22:26.049314Z
fig-000026,Firox,10,https://cdn.rebrickable.com/media/sets/fig-000026/61493.jpg,https://rebrickable.com/minifigs/fig-000026/firox/,2020-04-12T06:30:07.906016Z
fig-000027,"UFO Alien, Red",5,https://cdn.rebrickable.com/media/sets/fig-000027/64041.jpg,https://rebrickable.com/minifigs/fig-000027/ufo-alien-red/,2020-05-04T20:23:56.919160Z
fig-000028,"Hulk, Dark Purple Pants, Printed",4,https://cdn.rebrickable.com/media/sets/fig-000028/111212.jpg,https://rebrickable.com/minifigs/fig-000028/hulk-dark-purple-pants-printed/,2022-01-08T20:00:07.353698Z
fig-000029,"Harry Potter, Open Dark Blue Jacket over White Shirt, Dark Bluish Gray Legs",4,https://cdn.rebrickable.com/media/sets/fig-000029/60572.jpg,https://rebrickable.com/minifigs/fig-000029/harry-potter-open-dark-blue-jacket-over-white-shirt-dark-bluish-gray-legs/,2020-04-30T06:04:42.346838Z
fig-000030,Space Police II,6,https://cdn.rebrickable.com/media/sets/fig-000030/138844.jpg,https://rebrickable.com/minifigs/fig-000030/space-police-ii/,2020-04-12T18:09:21.482456Z
fig-000031,Street Skater,4,https://cdn.rebrickable.com/media/sets/fig-000031/138498.jpg,https://rebrickable.com/minifigs/fig-000031/street-skater/,2020-05-22T23:41:37.968413Z
fig-000032,"Batman, Black Suit, Black Cape and Cowl, Yellow Batman Logo (56630 Cape) (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-000032/110123.jpg,https://rebrickable.com/minifigs/fig-000032/batman-black-suit-black-cape-and-cowl-yellow-batman-logo-56630-cape-3626b-head/,2022-03-21T18:56:13.129870Z
fig-000033,"Red Torso, Dark Blue Legs, Light Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-000033/111633.jpg,https://rebrickable.com/minifigs/fig-000033/red-torso-dark-blue-legs-light-bluish-gray-helmet/,2021-08-25T00:44:15.438841Z
fig-000034,Aquanaut 2,5,https://cdn.rebrickable.com/media/sets/fig-000034/150446.jpg,https://rebrickable.com/minifigs/fig-000034/aquanaut-2/,2020-04-12T09:29:22.414713Z
fig-000035,Milhouse Van Houten (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000035/65191.jpg,https://rebrickable.com/minifigs/fig-000035/milhouse-van-houten-cmf/,2020-04-22T20:55:28.270303Z
fig-000036,Crazy Scientist,4,https://cdn.rebrickable.com/media/sets/fig-000036/67867.jpg,https://rebrickable.com/minifigs/fig-000036/crazy-scientist/,2020-05-22T23:33:02.035491Z
fig-000037,Pop Star (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000037/78890.jpg,https://rebrickable.com/minifigs/fig-000037/pop-star-cmf/,2020-04-30T20:34:14.383371Z
fig-000038,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000038/80575.jpg,https://rebrickable.com/minifigs/fig-000038/woman-dark-bluish-gray-jacket-with-magenta-scarf-white-legs-black-hair/,2020-05-07T08:12:33.199777Z
fig-000039,"Policeman, Black Jacket with Zipper, White Helmet (3842a Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-000039/57005.jpg,https://rebrickable.com/minifigs/fig-000039/policeman-black-jacket-with-zipper-white-helmet-3842a-helmet/,2020-05-16T05:47:53.181734Z
fig-000040,"Man, Plain White Torso, Blue Legs, Light Gray Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-000040/151612.jpg,https://rebrickable.com/minifigs/fig-000040/man-plain-white-torso-blue-legs-light-gray-cowboy-hat/,2020-05-29T00:41:58.531307Z
fig-000041,Ralph Wiggum,3,https://cdn.rebrickable.com/media/sets/fig-000041/138508.jpg,https://rebrickable.com/minifigs/fig-000041/ralph-wiggum/,2020-06-16T15:50:30.594973Z
fig-000043,Dr. Kilroy in Dark Gray Suit,4,https://cdn.rebrickable.com/media/sets/fig-000043/67882.jpg,https://rebrickable.com/minifigs/fig-000043/dr-kilroy-in-dark-gray-suit/,2020-04-12T08:19:25.228651Z
fig-000044,"Basketball Player, Violet Torso, Violet Legs 3",3,https://cdn.rebrickable.com/media/sets/fig-000044/70939.jpg,https://rebrickable.com/minifigs/fig-000044/basketball-player-violet-torso-violet-legs-3/,2022-08-19T14:53:24.617150Z
fig-000045,"Policeman, Black Jacket with Pocket and Badge, White Hat, Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000045/109961.jpg,https://rebrickable.com/minifigs/fig-000045/policeman-black-jacket-with-pocket-and-badge-white-hat-glasses/,2020-05-11T20:10:48.878055Z
fig-000046,Surfer (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000046/109346.jpg,https://rebrickable.com/minifigs/fig-000046/surfer-cmf/,2020-04-30T18:45:12.946494Z
fig-000047,Tomahawk Warrior,4,https://cdn.rebrickable.com/media/sets/fig-000047/72382.jpg,https://rebrickable.com/minifigs/fig-000047/tomahawk-warrior/,2020-05-31T10:15:18.437151Z
fig-000048,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Brown Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-000048/66969.jpg,https://rebrickable.com/minifigs/fig-000048/construction-worker-orange-jacket-with-zipper-and-reflective-stripes-orange-legs-red-hard-hat-brown-eyebrows/,2020-05-11T20:11:38.232694Z
fig-000049,LEGO Store Employee,4,https://cdn.rebrickable.com/media/sets/fig-000049/112213.jpg,https://rebrickable.com/minifigs/fig-000049/lego-store-employee/,2020-05-01T17:24:06.550894Z
fig-000050,Apu Nahasapeemapetilon (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000050/138509.jpg,https://rebrickable.com/minifigs/fig-000050/apu-nahasapeemapetilon-cmf/,2020-04-22T20:37:44.207641Z
fig-000051,"Worker, Orange Overalls over Blue Sweater, Red Hard Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-000051/109239.jpg,https://rebrickable.com/minifigs/fig-000051/worker-orange-overalls-over-blue-sweater-red-hard-hat-3626b-head/,2022-03-21T18:27:42.146387Z
fig-000052,"Policeman, Black Suit with Badge, White Hat, Scowl",4,https://cdn.rebrickable.com/media/sets/fig-000052/138396.jpg,https://rebrickable.com/minifigs/fig-000052/policeman-black-suit-with-badge-white-hat-scowl/,2020-05-03T05:01:40.606052Z
fig-000053,"Pirate - Blue Jacket, Black Legs, Brown Tricorne",4,https://cdn.rebrickable.com/media/sets/fig-000053/59633.jpg,https://rebrickable.com/minifigs/fig-000053/pirate-blue-jacket-black-legs-brown-tricorne/,2020-04-26T09:56:59.147777Z
fig-000054,"Clone Pilot, Phase I Armor, Plain Black Head",4,https://cdn.rebrickable.com/media/sets/fig-000054/71158.jpg,https://rebrickable.com/minifigs/fig-000054/clone-pilot-phase-i-armor-plain-black-head/,2020-06-22T20:02:11.315247Z
fig-000055,Itchy,3,https://cdn.rebrickable.com/media/sets/fig-000055/65305.jpg,https://rebrickable.com/minifigs/fig-000055/itchy/,2020-04-22T20:49:14.657499Z
fig-000056,"Clone Trooper Lieutenant, Dark Azure Markings, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-000056/62183.jpg,https://rebrickable.com/minifigs/fig-000056/clone-trooper-lieutenant-dark-azure-markings-plain-legs/,2020-06-22T18:16:25.628494Z
fig-000057,Archer (Fright Knights),5,https://cdn.rebrickable.com/media/sets/fig-000057/62218.jpg,https://rebrickable.com/minifigs/fig-000057/archer-fright-knights/,2020-05-05T18:45:15.162644Z
fig-000058,"Clone Trooper, Phase I Armor, Angry, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-000058/66020.jpg,https://rebrickable.com/minifigs/fig-000058/clone-trooper-phase-i-armor-angry-plain-legs/,2020-06-22T18:37:21.971254Z
fig-000059,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Green Legs, Black Cap, Beard and Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000059/81809.jpg,https://rebrickable.com/minifigs/fig-000059/construction-worker-orange-jacket-with-zipper-and-reflective-stripes-green-legs-black-cap-beard-and-glasses/,2020-05-11T20:10:06.820419Z
fig-000060,Edna Krabappel (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000060/65306.jpg,https://rebrickable.com/minifigs/fig-000060/edna-krabappel-cmf/,2020-04-22T21:03:30.347330Z
fig-000061,Blacktron II - 3626a Head,6,https://cdn.rebrickable.com/media/sets/fig-000061/138852.jpg,https://rebrickable.com/minifigs/fig-000061/blacktron-ii-3626a-head/,2020-04-12T07:30:06.298610Z
fig-000062,Blacktron II - 3626b Head,6,https://cdn.rebrickable.com/media/sets/fig-000062/112971.jpg,https://rebrickable.com/minifigs/fig-000062/blacktron-ii-3626b-head/,2020-04-12T07:30:33.030864Z
fig-000063,Scratchy (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000063/65307.jpg,https://rebrickable.com/minifigs/fig-000063/scratchy-cmf/,2020-04-22T20:59:15.095912Z
fig-000064,"Clone Trooper, 91st Mobile Reconnaissance Corps, Dark Red Markings",4,https://cdn.rebrickable.com/media/sets/fig-000064/64969.jpg,https://rebrickable.com/minifigs/fig-000064/clone-trooper-91st-mobile-reconnaissance-corps-dark-red-markings/,2023-02-07T05:53:24.551945Z
fig-000065,M:Tron,6,https://cdn.rebrickable.com/media/sets/fig-000065/63412.jpg,https://rebrickable.com/minifigs/fig-000065/mtron/,2020-04-12T18:06:24.577284Z
fig-000066,Waiter,4,https://cdn.rebrickable.com/media/sets/fig-000066/96257.jpg,https://rebrickable.com/minifigs/fig-000066/waiter/,2020-05-31T09:34:35.100943Z
fig-000067,"Man, Green V-Neck Sweater, Light Bluish Gray Legs, Beard",4,https://cdn.rebrickable.com/media/sets/fig-000067/138446.jpg,https://rebrickable.com/minifigs/fig-000067/man-green-v-neck-sweater-light-bluish-gray-legs-beard/,2020-05-06T02:53:26.883412Z
fig-000068,Chief Wiggum (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000068/65308.jpg,https://rebrickable.com/minifigs/fig-000068/chief-wiggum-cmf/,2020-04-22T20:45:34.269193Z
fig-000069,"Ninja, White",4,https://cdn.rebrickable.com/media/sets/fig-000069/70308.jpg,https://rebrickable.com/minifigs/fig-000069/ninja-white/,2020-05-02T19:21:41.763405Z
fig-000070,Space Police I,6,https://cdn.rebrickable.com/media/sets/fig-000070/138843.jpg,https://rebrickable.com/minifigs/fig-000070/space-police-i/,2020-04-12T07:53:27.401493Z
fig-000071,Exploriens Droid with Helmet,5,https://cdn.rebrickable.com/media/sets/fig-000071/65580.jpg,https://rebrickable.com/minifigs/fig-000071/exploriens-droid-with-helmet/,2020-05-04T20:41:11.439182Z
fig-000072,"Knight (Breastplate on Black) - Black Legs, Armor, Red Dragon Plume",9,https://cdn.rebrickable.com/media/sets/fig-000072/65588.jpg,https://rebrickable.com/minifigs/fig-000072/knight-breastplate-on-black-black-legs-armor-red-dragon-plume/,2020-05-02T17:48:01.435856Z
fig-000073,"Chef, Red Neckerchief, Light Bluish Gray Legs, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000073/78442.jpg,https://rebrickable.com/minifigs/fig-000073/chef-red-neckerchief-light-bluish-gray-legs-goatee-beard/,2020-05-07T18:11:48.366267Z
fig-000074,"Man, Green Jacket, Green Legs, Green Cap, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-000074/68364.jpg,https://rebrickable.com/minifigs/fig-000074/man-green-jacket-green-legs-green-cap-sunglasses/,2020-05-26T20:38:17.111099Z
fig-000075,"Stormtrooper, Plain Black Head, Pauldron and Neck Bracket",11,https://cdn.rebrickable.com/media/sets/fig-000075/71464.jpg,https://rebrickable.com/minifigs/fig-000075/stormtrooper-plain-black-head-pauldron-and-neck-bracket/,2020-07-06T22:32:49.062034Z
fig-000076,"Futuron Spaceman, Black with Airtanks and Dark Blue Visor",6,https://cdn.rebrickable.com/media/sets/fig-000076/112891.jpg,https://rebrickable.com/minifigs/fig-000076/futuron-spaceman-black-with-airtanks-and-dark-blue-visor/,2020-05-04T20:10:56.849844Z
fig-000077,"Doctor, White Shirt with Star of Life Logo, Blue Cap, Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000077/57435.jpg,https://rebrickable.com/minifigs/fig-000077/doctor-white-shirt-with-star-of-life-logo-blue-cap-glasses/,2020-05-18T22:56:46.055959Z
fig-000078,"Nute Gunray, Dark Red Robe",4,https://cdn.rebrickable.com/media/sets/fig-000078/59876.jpg,https://rebrickable.com/minifigs/fig-000078/nute-gunray-dark-red-robe/,2020-06-27T17:57:55.377808Z
fig-000079,"Astronaut, White, White Hips, Helmet with Large Chrome Gold Visor, Headset",5,https://cdn.rebrickable.com/media/sets/fig-000079/73487.jpg,https://rebrickable.com/minifigs/fig-000079/astronaut-white-white-hips-helmet-with-large-chrome-gold-visor-headset/,2020-05-26T19:38:20.136216Z
fig-000080,Pretzel Girl (CMF),5,https://cdn.rebrickable.com/media/sets/fig-000080/65652.jpg,https://rebrickable.com/minifigs/fig-000080/pretzel-girl-cmf/,2020-06-06T21:17:08.705139Z
fig-000081,Waylon Smithers (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000081/57931.jpg,https://rebrickable.com/minifigs/fig-000081/waylon-smithers-cmf/,2020-04-22T21:16:40.633438Z
fig-000082,Yeti (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000082/136084.jpg,https://rebrickable.com/minifigs/fig-000082/yeti-cmf/,2020-06-06T21:16:50.535285Z
fig-000083,Fangdam,3,https://cdn.rebrickable.com/media/sets/fig-000083/122410.jpg,https://rebrickable.com/minifigs/fig-000083/fangdam/,2020-04-13T06:27:02.184394Z
fig-000084,"Blue Torso, Light Grey Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000084/69170.jpg,https://rebrickable.com/minifigs/fig-000084/blue-torso-light-grey-legs-black-hair/,2020-05-24T10:17:19.604784Z
fig-000085,"Race Driver, Red Torso, Red Legs, Black Helmet, Zonic",5,https://cdn.rebrickable.com/media/sets/fig-000085/128426.jpg,https://rebrickable.com/minifigs/fig-000085/race-driver-red-torso-red-legs-black-helmet-zonic/,2020-05-09T20:01:43.352744Z
fig-000086,"UFO Droid, Blue",3,https://cdn.rebrickable.com/media/sets/fig-000086/138837.jpg,https://rebrickable.com/minifigs/fig-000086/ufo-droid-blue/,2020-05-04T20:23:16.440998Z
fig-000087,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet with Visor, Cheek Lines",5,https://cdn.rebrickable.com/media/sets/fig-000087/73127.jpg,https://rebrickable.com/minifigs/fig-000087/fireman-black-fire-jacket-with-reflective-stripes-radio-and-badge-white-helmet-with-visor-cheek-lines/,2020-05-16T23:35:36.748452Z
fig-000088,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",6,https://cdn.rebrickable.com/media/sets/fig-000088/147252.jpg,https://rebrickable.com/minifigs/fig-000088/futuron-spaceman-yellow-with-airtanks-and-dark-blue-visor/,2020-05-04T20:09:41.951993Z
fig-000089,Video Game Guy (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000089/65654.jpg,https://rebrickable.com/minifigs/fig-000089/video-game-guy-cmf/,2020-06-06T21:16:37.575450Z
fig-000090,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Light Bluish Gray Helmet, Yellow Life Vest, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-000090/81781.jpg,https://rebrickable.com/minifigs/fig-000090/coast-guard-yellow-jacket-with-zipper-radio-and-badge-light-bluish-gray-helmet-yellow-life-vest-sunglasses/,2020-05-07T05:44:52.350288Z
fig-000091,"Snowtrooper, Light Bluish Gray Hips, Printed Black Head, White Hands",4,https://cdn.rebrickable.com/media/sets/fig-000091/75111.jpg,https://rebrickable.com/minifigs/fig-000091/snowtrooper-light-bluish-gray-hips-printed-black-head-white-hands/,2020-07-06T19:01:47.696106Z
fig-000092,Marsha Queen of the Mermaids (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000092/71815.jpg,https://rebrickable.com/minifigs/fig-000092/marsha-queen-of-the-mermaids-cmf/,2020-05-02T22:20:48.681787Z
fig-000093,Ogel with Trans-red Hook,6,https://cdn.rebrickable.com/media/sets/fig-000093/61781.jpg,https://rebrickable.com/minifigs/fig-000093/ogel-with-trans-red-hook/,2020-04-13T05:48:44.981218Z
fig-000094,Dr. Hibbert (CMF),3,https://cdn.rebrickable.com/media/sets/fig-000094/58044.jpg,https://rebrickable.com/minifigs/fig-000094/dr-hibbert-cmf/,2020-04-22T21:02:52.735547Z
fig-000095,"Pilot, Blue Jacket with Plane Logo and Blue Tie, Blue Hat, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000095/67494.jpg,https://rebrickable.com/minifigs/fig-000095/pilot-blue-jacket-with-plane-logo-and-blue-tie-blue-hat-goatee-beard/,2020-05-11T20:15:46.483442Z
fig-000096,Dash,6,https://cdn.rebrickable.com/media/sets/fig-000096/98730.jpg,https://rebrickable.com/minifigs/fig-000096/dash/,2021-11-29T15:29:24.648632Z
fig-000097,"Knight (Knights Kingdom I) - Cedric the Bull, Chrome Helmet, Horn",5,https://cdn.rebrickable.com/media/sets/fig-000097/65892.jpg,https://rebrickable.com/minifigs/fig-000097/knight-knights-kingdom-i-cedric-the-bull-chrome-helmet-horn/,2020-05-09T17:51:48.436247Z
fig-000098,"Snowboarder, Bright Light Orange Jacket, Dark Red Legs",4,https://cdn.rebrickable.com/media/sets/fig-000098/141096.jpg,https://rebrickable.com/minifigs/fig-000098/snowboarder-bright-light-orange-jacket-dark-red-legs/,2024-01-02T21:45:49.750098Z
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5,https://cdn.rebrickable.com/media/sets/fig-000099/68095.jpg,https://rebrickable.com/minifigs/fig-000099/astronaut-white-light-gray-hips-helmet-with-breastplate-and-large-chrome-gold-visor-headset/,2020-05-26T19:57:34.644870Z
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-000100/136485.jpg,https://rebrickable.com/minifigs/fig-000100/man-blue-torso-black-legs-red-hard-hat/,2020-05-24T00:36:42.729569Z
fig-000101,"Man, Blue Overalls over Shirt, Red Hard Hat, Orange Vest, Orange Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-000101/102845.jpg,https://rebrickable.com/minifigs/fig-000101/man-blue-overalls-over-shirt-red-hard-hat-orange-vest-orange-sunglasses/,2020-05-10T21:00:13.219470Z
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000102/150330.jpg,https://rebrickable.com/minifigs/fig-000102/space-port-ground-grew-white-jacket-black-legs-white-hard-hat-beard-and-glasses/,2020-05-26T20:08:19.157696Z
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",5,https://cdn.rebrickable.com/media/sets/fig-000103/76032.jpg,https://rebrickable.com/minifigs/fig-000103/astronaut-white-light-gray-hips-helmet-with-large-chrome-gold-visor-headset/,2020-05-26T20:05:50.743287Z
fig-000104,"Racer, Plain Black, White Helmet (3842b Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-000104/136743.jpg,https://rebrickable.com/minifigs/fig-000104/racer-plain-black-white-helmet-3842b-helmet/,2020-05-16T05:17:53.365335Z
fig-000105,"Spaceman, Doc",5,https://cdn.rebrickable.com/media/sets/fig-000105/79422.jpg,https://rebrickable.com/minifigs/fig-000105/spaceman-doc/,2020-05-04T20:46:59.969450Z
fig-000106,"Blacktron II - Jetpack, 3626a Head",8,https://cdn.rebrickable.com/media/sets/fig-000106/138472.jpg,https://rebrickable.com/minifigs/fig-000106/blacktron-ii-jetpack-3626a-head/,2020-04-12T07:28:49.628782Z
fig-000107,"Blacktron II - Jetpack, 3626b Head",8,https://cdn.rebrickable.com/media/sets/fig-000107/138373.jpg,https://rebrickable.com/minifigs/fig-000107/blacktron-ii-jetpack-3626b-head/,2020-04-12T07:28:33.153312Z
fig-000108,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Hat, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-000108/73149.jpg,https://rebrickable.com/minifigs/fig-000108/policeman-black-jacket-with-zipper-radio-and-badge-white-hat-sunglasses/,2020-05-11T23:19:01.471659Z
fig-000109,Cole (The Golden Weapons),4,https://cdn.rebrickable.com/media/sets/fig-000109/103450.jpg,https://rebrickable.com/minifigs/fig-000109/cole-the-golden-weapons/,2020-04-12T23:33:37.964490Z
fig-000110,Mermaid,4,https://cdn.rebrickable.com/media/sets/fig-000110/71931.jpg,https://rebrickable.com/minifigs/fig-000110/mermaid/,2020-05-31T09:31:04.478344Z
fig-000111,Zane DX,4,https://cdn.rebrickable.com/media/sets/fig-000111/110064.jpg,https://rebrickable.com/minifigs/fig-000111/zane-dx/,2020-04-13T07:40:35.293958Z
fig-000112,LEGOLAND Red with Black hat,4,https://cdn.rebrickable.com/media/sets/fig-000112/68983.jpg,https://rebrickable.com/minifigs/fig-000112/legoland-red-with-black-hat/,2020-05-01T10:37:54.504537Z
fig-000113,Ice Planet - White Hair,6,https://cdn.rebrickable.com/media/sets/fig-000113/138846.jpg,https://rebrickable.com/minifigs/fig-000113/ice-planet-white-hair/,2020-04-12T07:42:36.459125Z
fig-000114,Spyrius,6,https://cdn.rebrickable.com/media/sets/fig-000114/140460.jpg,https://rebrickable.com/minifigs/fig-000114/spyrius/,2020-05-04T20:18:43.446768Z
fig-000115,TC-4,3,https://cdn.rebrickable.com/media/sets/fig-000115/105365.jpg,https://rebrickable.com/minifigs/fig-000115/tc-4/,2020-04-18T03:34:50.700329Z
fig-000116,"Arctic Crew, Black, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-000116/65440.jpg,https://rebrickable.com/minifigs/fig-000116/arctic-crew-black-white-cap/,2020-05-06T18:24:01.067829Z
fig-000117,Sumo Wrestler (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000117/112376.jpg,https://rebrickable.com/minifigs/fig-000117/sumo-wrestler-cmf/,2020-05-24T22:34:03.451933Z
fig-000118,"Paramedic, Vibrant Yellow Safety Vest, Dark Turquoise Legs, Dark Orange Hair",4,https://cdn.rebrickable.com/media/sets/fig-000118/141098.jpg,https://rebrickable.com/minifigs/fig-000118/paramedic-vibrant-yellow-safety-vest-dark-turquoise-legs-dark-orange-hair/,2024-01-02T21:47:15.429340Z
